paths,n_cases,avg_speedup,std_speedup,avg_price_error,var_price_error,rmse_price_error,mean_rel_error
50000,6,58.354773027876945,6.53792034411525,-0.01393166666666675,0.0015686466566666665,0.038746572536591355,0.005012861417801887
200000,6,92.94063425923859,0.949897983881451,0.0035166666666666866,0.0002151005866666536,0.01384259489161344,0.0022413660472405876
500000,6,105.3825300750255,1.8014059431437732,0.01203166666666696,0.00013709521666665272,0.016093694935180737,0.0024084099233050373
1000000,6,110.32085642357798,2.0726817510613555,0.007846666666666557,0.00013908750666667577,0.013322028123875854,0.0016424679906605376
