paths,n_cases,avg_speedup,std_speedup,avg_price_error,var_price_error,rmse_price_error,mean_rel_error
50000,6,64.39668983126295,8.199214382584085,0.403446666666667,0.005439872386666714,0.4090262092254403,0.06064074483711993
200000,6,96.46389837595562,2.0490079604824265,0.3846283333333333,0.003618704336666667,0.3885286884517023,0.05934750341022271
500000,6,108.63230343950984,3.646380759849456,0.39239333333333387,0.0032968343866667167,0.39587863043278027,0.060227730735928554
1000000,6,113.07005764237162,3.3068000429726903,0.38799499999999987,0.003565549429999977,0.3918053231091514,0.059298809199292556
